Study_numb,URL,Paper,Title,Year_Sampled,Species,OsHV_var
33,https://pubmed.ncbi.nlm.nih.gov/23872855/,Jenkins et al. 2013,Identification and characterisation of an ostreid herpesvirus-1 microvariant (OsHV-1 µ-var) in Crassostrea gigas (Pacific oysters) in Australia,2010,Saccostrea glomerata,OsHV-1 μVar
33,https://pubmed.ncbi.nlm.nih.gov/23872855/,Jenkins et al. 2013,Identification and characterisation of an ostreid herpesvirus-1 microvariant (OsHV-1 µ-var) in Crassostrea gigas (Pacific oysters) in Australia,2011,Saccostrea glomerata,OsHV-1 μVar
34,https://www.int-res.com/articles/dao/29/d029p189.pdf,Hine & Thorne 1997,Replication of herpes-like viruses in haemocytes of adult flat oysters Ostrea angasi: an ultrastructural study,1994,Ostrea angasi,Herpes-like virus
35,https://www.jstage.jst.go.jp/article/jsfp/47/4/47_129/_article,Shimahara et al. 2012,Surveillance of Type 1 Ostreid Herpesvirus (OsHV-1) Variants in Japan,2007,Crassostrea ariakensis,OsHV-1
35,https://www.jstage.jst.go.jp/article/jsfp/47/4/47_129/_article,Shimahara et al. 2012,Surveillance of Type 1 Ostreid Herpesvirus (OsHV-1) Variants in Japan,2007,Crassostrea sikamea,OsHV-1
35,https://www.jstage.jst.go.jp/article/jsfp/47/4/47_129/_article,Shimahara et al. 2012,Surveillance of Type 1 Ostreid Herpesvirus (OsHV-1) Variants in Japan,2007,Magallana gigas,OsHV-1
35,https://www.jstage.jst.go.jp/article/jsfp/47/4/47_129/_article,Shimahara et al. 2012,Surveillance of Type 1 Ostreid Herpesvirus (OsHV-1) Variants in Japan,2011,Magallana gigas,OsHV-1
36,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5099240/,Prado-Alvarez et al. 2015,Occurrence of OsHV-1 in Crassostrea gigas Cultured in Ireland during an Exceptionally Warm Summer. Selection of Less Susceptible Oysters,2012,Magallana gigas,OsHV-1 μVar
37,http://koreascience.or.kr/article/JAKO201319947249778.page,Jee et al. 2013,Detection of Ostreid Herpesvirus 1 from adult Pacific Oysters Crassostrea gigas Cultured in Korea,2012,Magallana gigas,OsHV-1 μVar
38,https://pubmed.ncbi.nlm.nih.gov/30259874/,Bookelaar et al. 2018,Role of the intertidal predatory shore crab Carcinus maenas in transmission dynamics of ostreid herpesvirus-1 microvariant,2015,Carcinus maenas,OsHV-1 μVar
39,https://www.cambridge.org/core/journals/parasitology/article/role-of-the-mussel-mytilus-spp-in-the-transmission-of-ostreid-herpesvirus1-microvar/5DBEC59DD1A86F8709E3433D0EF1CB68,O'Reilly et al. 2018,The role of the mussel Mytilus spp. in the transmission of ostreid herpesvirus-1 microVar,2013,Mytilus spp.,OsHV-1 μVar
39,https://www.cambridge.org/core/journals/parasitology/article/role-of-the-mussel-mytilus-spp-in-the-transmission-of-ostreid-herpesvirus1-microvar/5DBEC59DD1A86F8709E3433D0EF1CB68,O'Reilly et al. 2018,The role of the mussel Mytilus spp. in the transmission of ostreid herpesvirus-1 microVar,2014,Mytilus spp.,OsHV-1 μVar
39,https://www.cambridge.org/core/journals/parasitology/article/role-of-the-mussel-mytilus-spp-in-the-transmission-of-ostreid-herpesvirus1-microvar/5DBEC59DD1A86F8709E3433D0EF1CB68,O'Reilly et al. 2018,The role of the mussel Mytilus spp. in the transmission of ostreid herpesvirus-1 microVar,2015,Mytilus spp.,OsHV-1 μVar
40,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-018-2692-0,Garcia et al. 2018,"Descriptions of Mikrocytos veneroïdes n. sp. and Mikrocytos donaxi n. sp. (Ascetosporea: Mikrocytida: Mikrocytiidae), detected during important mortality events of the wedge clam Donax trunculus Linnaeus (Veneroida: Donacidae), in France between 2008 and 2011",2010,Donax trunculus,OsHV-1
40,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-018-2692-0,Garcia et al. 2018,"Descriptions of Mikrocytos veneroïdes n. sp. and Mikrocytos donaxi n. sp. (Ascetosporea: Mikrocytida: Mikrocytiidae), detected during important mortality events of the wedge clam Donax trunculus Linnaeus (Veneroida: Donacidae), in France between 2008 and 2011",2011,Donax trunculus,OsHV-1
41,https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,Evans et al. 2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",2012,Saccostrea glomerata,OsHV-1 μVar
41,https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,Evans et al. 2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",2012,Anadara trapezia,OsHV-1 μVar
41,https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,Evans et al. 2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",2012,Magallana gigas,OsHV-1 μVar
41,https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,Evans et al. 2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",2012,Mytilus spp.,OsHV-1 μVar
41,https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,Evans et al. 2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",2012,Pyrazus ebeninus,OsHV-1 μVar
41,https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,Evans et al. 2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",2012,Trichomya hirsuta,OsHV-1 μVar
41,https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,Evans et al. 2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",2013,Magallana gigas,OsHV-1 μVar
41,https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,Evans et al. 2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",2013,Saccostrea glomerata,OsHV-1 μVar
42,https://www.sciencedirect.com/science/article/pii/S0022201115300252,Martenot et al. 2015,"Detection of undescribed ostreid herpesvirus 1 (OsHV-1) specimens from Pacific oyster, Crassostrea gigas",2009,Magallana gigas,OsHV-1 μVar
42,https://www.sciencedirect.com/science/article/pii/S0022201115300252,Martenot et al. 2015,"Detection of undescribed ostreid herpesvirus 1 (OsHV-1) specimens from Pacific oyster, Crassostrea gigas",2010,Magallana gigas,OsHV-1 μVar
42,https://www.sciencedirect.com/science/article/pii/S0022201115300252,Martenot et al. 2015,"Detection of undescribed ostreid herpesvirus 1 (OsHV-1) specimens from Pacific oyster, Crassostrea gigas",2012,Magallana gigas,OsHV-1 μVar
43,https://onlinelibrary.wiley.com/doi/10.1111/jfd.12755,Mello et al. 2018,First evidence of viral and bacterial oyster pathogens in the Brazilian coast,2013,Magallana gigas,OsHV-1
43,https://onlinelibrary.wiley.com/doi/10.1111/jfd.12755,Mello et al. 2018,First evidence of viral and bacterial oyster pathogens in the Brazilian coast,2013,Crassostrea brasiliana,OsHV-1
43,https://onlinelibrary.wiley.com/doi/10.1111/jfd.12755,Mello et al. 2018,First evidence of viral and bacterial oyster pathogens in the Brazilian coast,2014,Crassostrea brasiliana,OsHV-1
43,https://onlinelibrary.wiley.com/doi/10.1111/jfd.12755,Mello et al. 2018,First evidence of viral and bacterial oyster pathogens in the Brazilian coast,2014,Magallana gigas,OsHV-1
44,https://www.sciencedirect.com/science/article/pii/S0044848614004657?via%3Dihub,Batista et al. 2015,Sequence variation in ostreid herpesvirus 1 microvar isolates detected in dying and asymptomatic Crassostrea angulata adults in the Iberian Peninsula: Insights into viral origin and spread,2011,Magallana gigas,OsHV-1 μVar
44,https://www.sciencedirect.com/science/article/pii/S0044848614004657?via%3Dihub,Batista et al. 2015,Sequence variation in ostreid herpesvirus 1 microvar isolates detected in dying and asymptomatic Crassostrea angulata adults in the Iberian Peninsula: Insights into viral origin and spread,2013,Magallana gigas,OsHV-1 μVar
45,https://europepmc.org/article/MED/23957681,Hwang et al. 2013,Ostreid herpesvirus 1 infection in farmed Pacific oyster larvae Crassostrea gigas (Thunberg) in Korea,2011,Magallana gigas,OsHV-1 μVar
46,https://www.sciencedirect.com/science/article/pii/S0166093417307577?casa_token=6sAbE2BQTr8AAAAA:IJEZyboQVPTKy6Ql4HtvBepn9L8VMWhOBvkw4t35Xrb_xclCDSDM8_0iqNrSq4g9fT5ZPIYtW90,Gao et al. 2018,Real-time quantitative isothermal detection of Ostreid herpesvirus-1 DNA in Scapharca subcrenata using recombinase polymerase amplification,2017,Scapharca subcrenata,OsHV-1
47,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-020-04373-y,Bookelaar et al. 2020,Host plasticity supports spread of an aquaculture introduced virus to an ecosystem engineer,2015,Cerastoderma edule,OsHV-1 μVar
48,https://www.int-res.com/abstracts/dao/v94/n2/p107-116/,Burge et al. 2011,"Detection of the oyster herpesvirus in commercial bivalve in northern California, USA: conventional and quantitative PCR",2003,Crassostrea sikamea,OsHV
48,https://www.int-res.com/abstracts/dao/v94/n2/p107-116/,Burge et al. 2011,"Detection of the oyster herpesvirus in commercial bivalve in northern California, USA: conventional and quantitative PCR",2003,Crassostrea virginica,OsHV
48,https://www.int-res.com/abstracts/dao/v94/n2/p107-116/,Burge et al. 2011,"Detection of the oyster herpesvirus in commercial bivalve in northern California, USA: conventional and quantitative PCR",2003,Mytilus galloprovincialis,OsHV
48,https://www.int-res.com/abstracts/dao/v94/n2/p107-116/,Burge et al. 2011,"Detection of the oyster herpesvirus in commercial bivalve in northern California, USA: conventional and quantitative PCR",2003,Ostrea edulis,OsHV
48,https://www.int-res.com/abstracts/dao/v94/n2/p107-116/,Burge et al. 2011,"Detection of the oyster herpesvirus in commercial bivalve in northern California, USA: conventional and quantitative PCR",2003,Ruditapes phillipinarum,OsHV
48,https://www.int-res.com/abstracts/dao/v94/n2/p107-116/,Burge et al. 2011,"Detection of the oyster herpesvirus in commercial bivalve in northern California, USA: conventional and quantitative PCR",2003,Magallana gigas,OsHV
49,https://veterinaryresearch.biomedcentral.com/articles/10.1186/1297-9716-42-73,Garcia et al. 2011,Ostreid herpesvirus 1 detection and relationship with Crassostrea gigas spat mortality in France between 1998 and 2006,1998,Magallana gigas,OsHV-1 μVar
49,https://veterinaryresearch.biomedcentral.com/articles/10.1186/1297-9716-42-73,Garcia et al. 2011,Ostreid herpesvirus 1 detection and relationship with Crassostrea gigas spat mortality in France between 1998 and 2006,1999,Magallana gigas,OsHV-1 μVar
49,https://veterinaryresearch.biomedcentral.com/articles/10.1186/1297-9716-42-73,Garcia et al. 2011,Ostreid herpesvirus 1 detection and relationship with Crassostrea gigas spat mortality in France between 1998 and 2006,2000,Magallana gigas,OsHV-1 μVar
49,https://veterinaryresearch.biomedcentral.com/articles/10.1186/1297-9716-42-73,Garcia et al. 2011,Ostreid herpesvirus 1 detection and relationship with Crassostrea gigas spat mortality in France between 1998 and 2006,2001,Magallana gigas,OsHV-1 μVar
49,https://veterinaryresearch.biomedcentral.com/articles/10.1186/1297-9716-42-73,Garcia et al. 2011,Ostreid herpesvirus 1 detection and relationship with Crassostrea gigas spat mortality in France between 1998 and 2006,2002,Magallana gigas,OsHV-1 μVar
49,https://veterinaryresearch.biomedcentral.com/articles/10.1186/1297-9716-42-73,Garcia et al. 2011,Ostreid herpesvirus 1 detection and relationship with Crassostrea gigas spat mortality in France between 1998 and 2006,2003,Magallana gigas,OsHV-1 μVar
49,https://veterinaryresearch.biomedcentral.com/articles/10.1186/1297-9716-42-73,Garcia et al. 2011,Ostreid herpesvirus 1 detection and relationship with Crassostrea gigas spat mortality in France between 1998 and 2006,2004,Magallana gigas,OsHV-1 μVar
49,https://veterinaryresearch.biomedcentral.com/articles/10.1186/1297-9716-42-73,Garcia et al. 2011,Ostreid herpesvirus 1 detection and relationship with Crassostrea gigas spat mortality in France between 1998 and 2006,2005,Magallana gigas,OsHV-1 μVar
49,https://veterinaryresearch.biomedcentral.com/articles/10.1186/1297-9716-42-73,Garcia et al. 2011,Ostreid herpesvirus 1 detection and relationship with Crassostrea gigas spat mortality in France between 1998 and 2006,2006,Magallana gigas,OsHV-1 μVar
50,https://www.sciencedirect.com/science/article/pii/S0044848616307256,de Kantzow et al. 2017,"Risk factors for mortality during the first occurrence of Pacific Oyster Mortality Syndrome due to Ostreid herpesvirus – 1 in Tasmania, 2016",2016,Magallana gigas,OsHV-1 μVar
51,https://link.springer.com/article/10.1007/s10499-014-9781-7,Degremont & Benabdelmouna 2014,Mortality associated with OsHV-1 in spat Crassostrea gigas: role of wild-caught spat in the horizontal transmission of the disease,2010,Magallana gigas,OsHV-1 μVar
52,https://www.sciencedirect.com/science/article/pii/S1050464813000910?via%3Dihub,Chen et al. 2013,A preliminary study of differentially expressed genes of the scallop Chlamys farreri against acute viral necrobiotic virus (AVNV),NA,Chlamys farreri,AVNV
53,https://www.sciencedirect.com/science/article/pii/S0145305X11000942?via%3Dihub,Chen et al. 2011,Haemocyte protein expression profiling of scallop Chlamys farreri response to acute viral necrosis virus (AVNV) infection,NA,Chlamys farreri,AVNV
54,https://virologyj.biomedcentral.com/articles/10.1186/1743-422X-10-110,Ren et al. 2013,"Complete genome sequence of acute viral necrosis virus associated with massive mortality outbreaks in the Chinese scallop, Chlamys farreri",2007,Chlamys farreri,AVNV
55,https://www.mdpi.com/2073-4409/11/6/982,Huang et al. 2022,"Iron Regulatory Protein 1 Inhibits Ferritin Translation Responding to OsHV-1 Infection in Ark Clams, Scapharca Broughtonii",NA,Scapharca broughtonii,OsHV-1
56,https://www.mdpi.com/2076-0817/9/5/395,Battistini et al. 2020,"Microbiological and Histological Analysis for the Evaluation of Farmed Mussels (Mytilus galloprovincialis) Health Status, in Coastal Areas of Italy",2016,Mytilus galloprovincialis,OsHV-1
56,https://www.mdpi.com/2076-0817/9/5/395,Battistini et al. 2020,"Microbiological and Histological Analysis for the Evaluation of Farmed Mussels (Mytilus galloprovincialis) Health Status, in Coastal Areas of Italy",2017,Mytilus galloprovincialis,OsHV-1
57,https://www.int-res.com/abstracts/dao/v72/n1/p31-43/,Burge et al. 2006,"Mortality and herpesvirus infections of the Pacific oyster Crassostrea gigas in Tomales Bay, California, USA",2003,Magallana gigas,OsHV-1 μVar
58,https://www.sciencedirect.com/science/article/pii/S105046481830144X?via%3Dihub,de Lorgeril et al. 2018,Inefficient immune response is associated with microbial permissiveness in juvenile oysters affected by mass mortalities on field,2010,Magallana gigas,OsHV-1 μVar
59,https://www.frontiersin.org/articles/10.3389/fphys.2017.00125/full,Carrasco et al. 2017,"A Production Calendar Based on Water Temperature, Spat Size, and Husbandry Practices Reduce OsHV-1 μVar Impact on Cultured Pacific Oyster Crassostrea gigas in the Ebro Delta (Catalonia), Mediterranean Coast of Spain",2011,Magallana gigas,OsHV-1 μVar
59,https://www.frontiersin.org/articles/10.3389/fphys.2017.00125/full,Carrasco et al. 2017,"A Production Calendar Based on Water Temperature, Spat Size, and Husbandry Practices Reduce OsHV-1 μVar Impact on Cultured Pacific Oyster Crassostrea gigas in the Ebro Delta (Catalonia), Mediterranean Coast of Spain",2012,Magallana gigas,OsHV-1 μVar
60,https://www.sciencedirect.com/science/article/pii/S0141113622001544?via%3Dihub,Corporeau et al. 2022,Harsh intertidal environment enhances metabolism and immunity in oyster (Crassostrea gigas) spat,2018,Magallana gigas,OsHV-1 μVar
61,https://onlinelibrary.wiley.com/doi/10.1111/are.12613,Batista et al. 2014,"Insights on the association between somatic aneuploidy and ostreid herpesvirus 1 detection in the oysters Crassostrea gigas, C. angulata and their F1 hybrids",2004,Crassostrea angulata,OsHV-1
61,https://onlinelibrary.wiley.com/doi/10.1111/are.12613,Batista et al. 2014,"Insights on the association between somatic aneuploidy and ostreid herpesvirus 1 detection in the oysters Crassostrea gigas, C. angulata and their F1 hybrids",2004,Crassostrea hybrid,OsHV-1
61,https://onlinelibrary.wiley.com/doi/10.1111/are.12613,Batista et al. 2014,"Insights on the association between somatic aneuploidy and ostreid herpesvirus 1 detection in the oysters Crassostrea gigas, C. angulata and their F1 hybrids",2004,Magallana gigas,OsHV-1
62,https://www.sciencedirect.com/science/article/pii/S0022201118303707?via%3Dihub,Xin et al. 2020,"Influence of temperature on the pathogenicity of Ostreid herpesvirus-1 in ark clam, Scapharca broughtonii",NA,Scapharca broughtonii,OsHV-1
63,https://archimer.ifremer.fr/doc/00033/14423/11719.pdf,Cochennec-Laureau et al. 2011,"Les surmortalités des naissains d’huîtres creuses, Crassostrea gigas : acquis des recherches en 2010",2010,Donax trunculus,OsHV-1 μVar
63,https://archimer.ifremer.fr/doc/00033/14423/11719.pdf,Cochennec-Laureau et al. 2011,"Les surmortalités des naissains d’huîtres creuses, Crassostrea gigas : acquis des recherches en 2010",2010,Mytilus edulis,OsHV-1 μVar
63,https://archimer.ifremer.fr/doc/00033/14423/11719.pdf,Cochennec-Laureau et al. 2011,"Les surmortalités des naissains d’huîtres creuses, Crassostrea gigas : acquis des recherches en 2010",2010,Mytilus galloprovincialis,OsHV-1 μVar
64,https://www.nature.com/articles/s41598-020-64086-1,Fleury et al. 2020,"Latitudinal drivers of oyster mortality: deciphering host, pathogen and environmental risk factors",2013,Magallana gigas,OsHV-1 μVar
65,https://www.jstor.org/stable/26920859,Gangnery et al. 2019,Connectivities with shellfish farms and channel rivers are associated with mortality risk in oysters,2013,Magallana gigas,OsHV-1 μVar
66,https://eafp.org/download/2017-volume37/issue_2/37-2-050-morrissey.pdf,Morrissey et al. 2017,Mortality in Crassostrea gigas oysters in Ireland during 2012,2012,Magallana gigas,OsHV-1 μVar
67,https://onlinelibrary.wiley.com/doi/full/10.1111/are.15139,Mosca et al. 2021,Crassostrea gigas (Thunberg 1793) cultivation in southern Adriatic Sea (Italy): A one-year monitoring study of the oyster health,2018,Magallana gigas,OsHV-1 μVar
68,https://www.cambridge.org/core/journals/parasitology/article/previously-undescribed-ostreid-herpes-virus-1-oshv1-genotype-detected-in-the-pacific-oyster-crassostrea-gigas-in-ireland/88D6EB5FCB13279A3F0070F1B71BACCE,Lynch et al. 2012,"A previously undescribed ostreid herpes virus 1 (OsHV-1) genotype detected in the pacific oyster, Crassostrea gigas, in Ireland",2003,Magallana gigas,OsHV-1 μVar
68,https://www.cambridge.org/core/journals/parasitology/article/previously-undescribed-ostreid-herpes-virus-1-oshv1-genotype-detected-in-the-pacific-oyster-crassostrea-gigas-in-ireland/88D6EB5FCB13279A3F0070F1B71BACCE,Lynch et al. 2012,"A previously undescribed ostreid herpes virus 1 (OsHV-1) genotype detected in the pacific oyster, Crassostrea gigas, in Ireland",2004,Magallana gigas,OsHV-1 μVar
69,https://www.int-res.com/articles/feature/q002p215.pdf,Pernet et al. 2012,"Mass mortalities of Pacific oysters Crassostrea gigas reflect infectious diseases and vary with farming practices in the Mediterranean Thau lagoon, France",2009,Magallana gigas,OsHV-1 μVar
69,https://www.int-res.com/articles/feature/q002p215.pdf,Pernet et al. 2012,"Mass mortalities of Pacific oysters Crassostrea gigas reflect infectious diseases and vary with farming practices in the Mediterranean Thau lagoon, France",2010,Magallana gigas,OsHV-1 μVar
70,https://www.nature.com/articles/s41598-018-29238-4,Pernet et al. 2018,Determination of risk factors for herpesvirus outbreak in oysters using a broad-scale spatial epidemiology framework,2013,Magallana gigas,OsHV-1 μVar
71,https://www.int-res.com/articles/aei2014/6/q006p205.pdf,Petton et al. 2015,Factors influencing disease-induced mortality of Pacific oysters Crassostrea gigas,2010,Magallana gigas,OsHV-1 μVar
71,https://www.int-res.com/articles/aei2014/6/q006p205.pdf,Petton et al. 2015,Factors influencing disease-induced mortality of Pacific oysters Crassostrea gigas,2011,Magallana gigas,OsHV-1 μVar
72,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4136091/,Renault et al. 2014,Ostreid Herpesvirus 1 Infection among Pacific Oyster (Crassostrea gigas) Spat: Relevance of Water Temperature to Virus Replication and Circulation Prior to the Onset of Mortality,2010,Magallana gigas,OsHV-1 μVar
73,https://www.sciencedirect.com/science/article/pii/S0044848614006632,Whittington et al. 2015,"Further observations on the influence of husbandry practices on OsHV-1 μVar mortality in Pacific oysters Crassostrea gigas: Age, cultivation structures and growing height",2012,Magallana gigas,OsHV-1 μVar
73,https://www.sciencedirect.com/science/article/pii/S0044848614006632,Whittington et al. 2015,"Further observations on the influence of husbandry practices on OsHV-1 μVar mortality in Pacific oysters Crassostrea gigas: Age, cultivation structures and growing height",2013,Magallana gigas,OsHV-1 μVar
74,https://www.sciencedirect.com/science/article/pii/S0044848619307513,Whittington et al. 2019,Long-term temporal and spatial patterns of Ostreid herpesvirus 1 (OsHV-1) infection and mortality in sentinel Pacific oyster spat (Crassostrea gigas) inform farm management,2012,Magallana gigas,OsHV-1 μVar
74,https://www.sciencedirect.com/science/article/pii/S0044848619307513,Whittington et al. 2019,Long-term temporal and spatial patterns of Ostreid herpesvirus 1 (OsHV-1) infection and mortality in sentinel Pacific oyster spat (Crassostrea gigas) inform farm management,2013,Magallana gigas,OsHV-1 μVar
74,https://www.sciencedirect.com/science/article/pii/S0044848619307513,Whittington et al. 2019,Long-term temporal and spatial patterns of Ostreid herpesvirus 1 (OsHV-1) infection and mortality in sentinel Pacific oyster spat (Crassostrea gigas) inform farm management,2014,Magallana gigas,OsHV-1 μVar
74,https://www.sciencedirect.com/science/article/pii/S0044848619307513,Whittington et al. 2019,Long-term temporal and spatial patterns of Ostreid herpesvirus 1 (OsHV-1) infection and mortality in sentinel Pacific oyster spat (Crassostrea gigas) inform farm management,2015,Magallana gigas,OsHV-1 μVar
74,https://www.sciencedirect.com/science/article/pii/S0044848619307513,Whittington et al. 2019,Long-term temporal and spatial patterns of Ostreid herpesvirus 1 (OsHV-1) infection and mortality in sentinel Pacific oyster spat (Crassostrea gigas) inform farm management,2016,Magallana gigas,OsHV-1 μVar
74,https://www.sciencedirect.com/science/article/pii/S0044848619307513,Whittington et al. 2019,Long-term temporal and spatial patterns of Ostreid herpesvirus 1 (OsHV-1) infection and mortality in sentinel Pacific oyster spat (Crassostrea gigas) inform farm management,2017,Magallana gigas,OsHV-1 μVar
75,https://pubmed.ncbi.nlm.nih.gov/24033643/,Grijalva-Chon et al. 2013,"Detection of a new OsHV-1 DNA strain in the healthyPacific oyster,Crassostrea gigasThunberg, from the Gulfof California",2011,Magallana gigas,OsHV-1 μVar
76,https://onlinelibrary.wiley.com/doi/10.1111/jfd.12698,Burioli et al. 2017,First description of a mortality event in adult Pacific oysters in Italy associated with infection by a Tenacibaculum soleae strain,2014,Magallana gigas,OsHV-1
77,https://onlinelibrary.wiley.com/doi/10.1111/jfd.12883,Burioli et al. 2018,A novel divergent group of Ostreid herpesvirus 1 μVar variants associated with a mortality event in Pacific oyster spat in Normandy (France) in 2016,2016,Magallana gigas,OsHV-1 μVar
78,https://www.mdpi.com/2079-7737/12/6/759,Zhang et al. 2023,Identification and Characterization of Infectious Pathogens Associated with Mass Mortalities of Pacific Oyster (Crassostrea gigas) Cultured in Northern China,2020,Magallana gigas,OsHV-1
79,https://www.sciencedirect.com/science/article/pii/S1050464814000035?via%3Dihub,Chen et al. 2014,Bioinformatics analysis of hemocyte miRNAs of scallop Chlamys farreri against acute viral necrobiotic virus (AVNV),NA,Chlamys farreri,AVNV
80,https://www.sciencedirect.com/science/article/pii/S0168170202000072?via%3Dihub,Arzul et al. 2002,Detection of oyster herpesvirus DNA and proteins in asymptomatic Crassostrea gigas adults,2000,Magallana gigas,OsHV-1
81,https://www.sciencedirect.com/science/article/pii/S016758771200061X,Peeler et al. 2012,Investigation of mortality in Pacific oysters associated with Ostreid herpesvirus-1 μVar in the Republic of Ireland in 2009,2009,Magallana gigas,OsHV-1 μVar
82,https://www.sciencedirect.com/science/article/pii/S0168170211001481?via%3Dihub,Martenot et al. 2011,"Detection of different variants of Ostreid Herpesvirus 1 in the Pacific oyster, Crassostrea gigas between 2008 and 2010",2008,Magallana gigas,OsHV-1 μVar
82,https://www.sciencedirect.com/science/article/pii/S0168170211001481?via%3Dihub,Martenot et al. 2011,"Detection of different variants of Ostreid Herpesvirus 1 in the Pacific oyster, Crassostrea gigas between 2008 and 2010",2009,Magallana gigas,OsHV-1 μVar
82,https://www.sciencedirect.com/science/article/pii/S0168170211001481?via%3Dihub,Martenot et al. 2011,"Detection of different variants of Ostreid Herpesvirus 1 in the Pacific oyster, Crassostrea gigas between 2008 and 2010",2010,Magallana gigas,OsHV-1 μVar
83,https://www.sciencedirect.com/science/article/pii/S0044848611003565?via%3Dihub,Degremont 2011,Evidence of herpesvirus (OsHV-1) resistance in juvenile Crassostrea gigas selected for high resistance to the summer mortality phenomenon,2009,Magallana gigas,OsHV-1
84,https://www.int-res.com/abstracts/dao/v138/p185-194/,Martínez-García et al. 2020,"Prevalence and genotypic diversity of ostreid herpesvirus type 1 in Crassostrea gigas cultured in the Gulf of California, Mexico",2017,Magallana gigas,OsHV-1
84,https://www.int-res.com/abstracts/dao/v138/p185-194/,Martínez-García et al. 2020,"Prevalence and genotypic diversity of ostreid herpesvirus type 1 in Crassostrea gigas cultured in the Gulf of California, Mexico",2017,Magallana gigas,OsHV-1 μVar
84,https://www.int-res.com/abstracts/dao/v138/p185-194/,Martínez-García et al. 2020,"Prevalence and genotypic diversity of ostreid herpesvirus type 1 in Crassostrea gigas cultured in the Gulf of California, Mexico",2017,Magallana gigas,AVNV
84,https://www.int-res.com/abstracts/dao/v138/p185-194/,Martínez-García et al. 2020,"Prevalence and genotypic diversity of ostreid herpesvirus type 1 in Crassostrea gigas cultured in the Gulf of California, Mexico",2018,Magallana gigas,OsHV-1
84,https://www.int-res.com/abstracts/dao/v138/p185-194/,Martínez-García et al. 2020,"Prevalence and genotypic diversity of ostreid herpesvirus type 1 in Crassostrea gigas cultured in the Gulf of California, Mexico",2018,Magallana gigas,OsHV-1 μVar
84,https://www.int-res.com/abstracts/dao/v138/p185-194/,Martínez-García et al. 2020,"Prevalence and genotypic diversity of ostreid herpesvirus type 1 in Crassostrea gigas cultured in the Gulf of California, Mexico",2018,Magallana gigas,AVNV
85,https://www.sciencedirect.com/science/article/pii/S004484861101012X?via%3Dihub,Martenot et al. 2012,Detection of the OsHV-1 μVar in the Pacific oyster Crassostrea gigas before 2008 in France and description of two new microvariants of the Ostreid Herpesvirus 1 (OsHV-1),2004,Magallana gigas,OsHV-1 μVar
85,https://www.sciencedirect.com/science/article/pii/S004484861101012X?via%3Dihub,Martenot et al. 2012,Detection of the OsHV-1 μVar in the Pacific oyster Crassostrea gigas before 2008 in France and description of two new microvariants of the Ostreid Herpesvirus 1 (OsHV-1),2005,Magallana gigas,OsHV-1 μVar
85,https://www.sciencedirect.com/science/article/pii/S004484861101012X?via%3Dihub,Martenot et al. 2012,Detection of the OsHV-1 μVar in the Pacific oyster Crassostrea gigas before 2008 in France and description of two new microvariants of the Ostreid Herpesvirus 1 (OsHV-1),2010,Magallana gigas,OsHV-1 μVar
85,https://www.sciencedirect.com/science/article/pii/S004484861101012X?via%3Dihub,Martenot et al. 2012,Detection of the OsHV-1 μVar in the Pacific oyster Crassostrea gigas before 2008 in France and description of two new microvariants of the Ostreid Herpesvirus 1 (OsHV-1),2011,Magallana gigas,OsHV-1 μVar
86,https://www.frontiersin.org/articles/10.3389/fmicb.2021.711377/full,Morga et al. 2021,Genomic Diversity of the Ostreid Herpesvirus Type 1 Across Time and Location and Among Host Species,2008,Magallana gigas,OsHV-1
