Study_numb,Paper,Lead Author,Year_Published,Title,URL,Location,Country,GPS_coordinates_extracted,GPS_Google,GPS_data,GPS_lat,GPS_long,Field_Lab,Species,Common name,Taxa,OsHV1_var,Year_Sampled,GenBank Sequence,Search_Strategy,Notes
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2007,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2007,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2007,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2007,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2007,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2007,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2007,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2007,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2008,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2008,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2008,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2008,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2008,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2008,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2008,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2008,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2008,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2008,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2008,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2008,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2008,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2008,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2008,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2009,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2009,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2009,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2009,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2009,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2010,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2010,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2010,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2010,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2010,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2010,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2010,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,France,France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2010,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,China,China,NA,"36.053318, 120.291358

","36.053318, 120.291358

",36.053318,120.291358,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2002,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,USA (California),USA,NA,"38.205431, -122.939066

","38.205431, -122.939066

",38.205431,-122.939066,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2007,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,Japan,Japan,NA,"33.017331, 130.183847

","33.017331, 130.183847

",33.017331,130.183847,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2010,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,Ireland,Ireland,NA,"-41.283525, 174.832068

","-41.283525, 174.832068

",-41.283525,174.832068,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2009,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,New Zealand,New Zealand,NA,"-41.283525, 174.832068

","-41.283525, 174.832068

",-41.283525,174.832068,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2010,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,New Zealand,New Zealand,NA,"-41.283525, 174.832068

","-41.283525, 174.832068

",-41.283525,174.832068,Field,Magallana gigas,,Pacific Oyster,OsHV-1,2010,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,New Zealand,New Zealand,NA,"-41.283525, 174.832068

","-41.283525, 174.832068

",-41.283525,174.832068,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2005,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,New Zealand,New Zealand,NA,"-41.283525, 174.832068

","-41.283525, 174.832068

",-41.283525,174.832068,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2005,,Snowball,
12,Renault et al. 2012,Renault,2012,Analysis of Clinical Ostreid Herpesvirus 1 (Malacoherpesviridae) Specimens by Sequencing Amplified Fragments from Three Virus Genome Areas,https://journals.asm.org/doi/10.1128/JVI.06534-11,New Zealand,New Zealand,NA,"-41.283525, 174.832068

","-41.283525, 174.832068

",-41.283525,174.832068,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2005,,Snowball,
13,Moss et al. 2007,Moss,2007,Pathogens in Crassostrea ariakensis and other Asian oyster species: implications for non-native oyster introduction to Chesapeake Bay,https://www.int-res.com/abstracts/dao/v77/n3/p207-223/,"Itoki River, Ariake Bay, Japan",Japan,NA,"33.017331, 130.183847

","33.017331, 130.183847

",33.017331,130.183847,Field,Crassostrea ariakensis,,Other Oyster,OsHV-1,1999,,Snowball,
13,Moss et al. 2007,Moss,2007,Pathogens in Crassostrea ariakensis and other Asian oyster species: implications for non-native oyster introduction to Chesapeake Bay,https://www.int-res.com/abstracts/dao/v77/n3/p207-223/,"Mie Prefecture, Japan",Japan,NA,"34.291871, 136.892738

","34.291871, 136.892738

",34.291871,136.892738,Field,Crassostrea ariakensis,,Other Oyster,OsHV-1,2005,,Snowball,
13,Moss et al. 2007,Moss,2007,Pathogens in Crassostrea ariakensis and other Asian oyster species: implications for non-native oyster introduction to Chesapeake Bay,https://www.int-res.com/abstracts/dao/v77/n3/p207-223/,"Kahwa River, South Korea",Korea,NA,"35.045033, 126.345200","35.045033, 126.345200",35.045033,126.3452,Field,Crassostrea ariakensis,,Other Oyster,OsHV-1,2004,,Snowball,
13,Moss et al. 2007,Moss,2007,Pathogens in Crassostrea ariakensis and other Asian oyster species: implications for non-native oyster introduction to Chesapeake Bay,https://www.int-res.com/abstracts/dao/v77/n3/p207-223/,"Kanghwa Island, South Korea",Korea,NA,"37.691132, 126.379997","37.691132, 126.379997",37.691132,126.379997,Field,Crassostrea ariakensis,,Other Oyster,OsHV-1,2004,,Snowball,
13,Moss et al. 2007,Moss,2007,Pathogens in Crassostrea ariakensis and other Asian oyster species: implications for non-native oyster introduction to Chesapeake Bay,https://www.int-res.com/abstracts/dao/v77/n3/p207-223/,"Sumjin River, South Korea",Korea,NA,"34.683352, 127.292399

","34.683352, 127.292399

",34.683352,127.292399,Field,Crassostrea ariakensis,,Other Oyster,OsHV-1,2004,,Snowball,
13,Moss et al. 2007,Moss,2007,Pathogens in Crassostrea ariakensis and other Asian oyster species: implications for non-native oyster introduction to Chesapeake Bay,https://www.int-res.com/abstracts/dao/v77/n3/p207-223/,"Yamen River, China",China,NA,"22.104046, 113.082397","22.104046, 113.082397",22.104046,113.082397,Field,Crassostrea ariakensis,,Other Oyster,OsHV-1,1999,,Snowball,
13,Moss et al. 2007,Moss,2007,Pathogens in Crassostrea ariakensis and other Asian oyster species: implications for non-native oyster introduction to Chesapeake Bay,https://www.int-res.com/abstracts/dao/v77/n3/p207-223/,"Shouchang River, China",China,NA,"21.780572, 112.194075","21.780572, 112.194075",21.780572,112.194075,Field,Crassostrea ariakensis,,Other Oyster,OsHV-1,1999,,Snowball,
13,Moss et al. 2007,Moss,2007,Pathogens in Crassostrea ariakensis and other Asian oyster species: implications for non-native oyster introduction to Chesapeake Bay,https://www.int-res.com/abstracts/dao/v77/n3/p207-223/,"Dafen River, China",China,NA,"21.519281, 109.784833

","21.519281, 109.784833

",21.519281,109.784833,Field,Crassostrea ariakensis,,Other Oyster,OsHV-1,1999,,Snowball,
13,Moss et al. 2007,Moss,2007,Pathogens in Crassostrea ariakensis and other Asian oyster species: implications for non-native oyster introduction to Chesapeake Bay,https://www.int-res.com/abstracts/dao/v77/n3/p207-223/,"Chengcun, China",China,NA,"21.450543, 111.566180

","21.450543, 111.566180

",21.450543,111.56618,Field,Crassostrea ariakensis,,Other Oyster,OsHV-1,2002,,Snowball,
14,Renault et al. 2001,Renault,2001,A herpes-like virus infecting Crassostrea gigas and Ruditapes philippinarum larvae in France,https://onlinelibrary.wiley.com/doi/full/10.1046/j.1365-2761.2001.00300.x?casa_token=DNEj9k2OMDYAAAAA%3AZVQ-yQk2U1ZwzkvFr-Gh4-a5NuOSaAPbvA9K08yYDS8-8MKmBrlwGInGR3twelzEtwlxqvclaVo1G0Xr,"Normandy, France",France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Ruditapes phillipinarum,,Clam,OsHV-1,1997,,Snowball,
14,Renault et al. 2001,Renault,2001,A herpes-like virus infecting Crassostrea gigas and Ruditapes philippinarum larvae in France,https://onlinelibrary.wiley.com/doi/full/10.1046/j.1365-2761.2001.00300.x?casa_token=DNEj9k2OMDYAAAAA%3AZVQ-yQk2U1ZwzkvFr-Gh4-a5NuOSaAPbvA9K08yYDS8-8MKmBrlwGInGR3twelzEtwlxqvclaVo1G0Xr,"Normandy, France",France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Magallana gigas,,Pacific Oyster,OsHV-1,1997,,Snowball,
15,Renault et al. 2001,Renault,2001,A herpes-like virus infects a non-ostreid bivalve species: virus replication in Ruditapes philippinarum larvae,https://www.int-res.com/abstracts/dao/v45/n1/p1-7/,"Normandy, France",France,NA,"49.717346, -1.907873","49.717346, -1.907873",49.717346,-1.907873,Field,Ruditapes phillipinarum,,Clam,OsHV-1,1997,,Snowball,
16,Burge et al. 2021,Burge,2021,"The first detection of a novel OsHV-1 microvariant in San Diego, California, USA",https://www.sciencedirect.com/science/article/abs/pii/S0022201121001038,"San Diego Bay, CA",USA,"32◦42′37.4“N, 117◦10’23.9“W",NA,"32.71038888888889, -117.17330555555556
",32.71038889,-117.1733056,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2018,,Snowball,https://www.vercalendario.info/en/how/convert-latitude-longitude-degrees-decimals.html
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Charente-Maritime,France,NA,"45.948768, -1.094332","45.948768, -1.094332",45.948768,-1.094332,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Charente-Maritime,France,NA,"45.948768, -1.094332","45.948768, -1.094332",45.948768,-1.094332,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Charente-Maritime,France,NA,"45.948768, -1.094332","45.948768, -1.094332",45.948768,-1.094332,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Charente-Maritime,France,NA,"45.948768, -1.094332","45.948768, -1.094332",45.948768,-1.094332,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Languedoc Roussillon,France,NA,"43.825073, 4.390202","43.825073, 4.390202",43.825073,4.390202,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Languedoc Roussillon,France,NA,"43.825073, 4.390202","43.825073, 4.390202",43.825073,4.390202,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Languedoc Roussillon,France,NA,"43.825073, 4.390202","43.825073, 4.390202",43.825073,4.390202,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Languedoc Roussillon,France,NA,"43.825073, 4.390202","43.825073, 4.390202",43.825073,4.390202,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Languedoc Roussillon,France,NA,"43.825073, 4.390202","43.825073, 4.390202",43.825073,4.390202,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Languedoc Roussillon,France,NA,"43.825073, 4.390202","43.825073, 4.390202",43.825073,4.390202,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,,Snowball,
17,Segarra et al. 2010,Segarra,2010,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0168170210002364?via=ihub,Languedoc Roussillon,France,NA,"43.825073, 4.390202","43.825073, 4.390202",43.825073,4.390202,Field,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,,Snowball,
