Study_numb,Paper,LeadAuthor,Year_Published,Title,URL,Location,Country,GPS_coordinates_extracted,GPS_Google,GPS_data,GPS_lat,GPS_long,Species,Common name,Taxa,OsHV_var,Year_Sampled,Field_Lab,Search_Strategy,Notes,GenBank Sequence
50,de Kantzow et al. 2017,de Kantzow et al. 2017,2017,"Risk factors for mortality during the first occurrence of Pacific Oyster Mortality Syndrome due to Ostreid herpesvirus – 1 in Tasmania, 2016",https://www.sciencedirect.com/science/article/pii/S0044848616307256,"Blackmans' Bay, Tasmania",Australia,NA,"-42.848889, 147.866323

","-42.848889, 147.866323

",-42.848889,147.866323,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2016,Field,Snowball,,
51,Evans et al. 2017,Evans et al. 2017,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Site A, Woolooware Bay",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.011088, 151.147129

","-34.011088, 151.147129

",-34.011088,151.147129,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2012,Field,Snowball,,
51,Evans et al. 2017,Evans et al. 2017,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Site C, Woolooware Bay",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.033813, 151.148375

","-34.033813, 151.148375

",-34.033813,151.148375,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2013,Field,Snowball,,
51,Evans et al. 2017,Evans et al. 2017,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Site B, Woolooware Bay",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.028167, 151.138987

","-34.028167, 151.138987

",-34.028167,151.138987,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2013,Field,Snowball,,
51,Evans et al. 2017,Evans et al. 2017,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Gwawley Bay, Woolooware Bay",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.015809, 151.117647

","-34.015809, 151.117647

",-34.015809,151.117647,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2013,Field,Snowball,,
51,Evans et al. 2017,Evans et al. 2017,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Oyster Bay, Woolooware Bay",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-34.005674, 151.087626

","-34.005674, 151.087626

",-34.005674,151.087626,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2013,Field,Snowball,,
51,Evans et al. 2017,Evans et al. 2017,2017,"Detection of ostreid herpesvirus 1 microvariant DNA in aquatic invertebrate species, sediment and other samples collected from the Georges River estuary, New South Wales, Australia",https://www.int-res.com/abstracts/dao/v122/n3/p247-255/,"Lime Kiln, Woolooware Bay",Australia,"34° 01’ 54.0’’ S, 151° 09’ 04.0’’ E","-33.988758, 151.055406","-33.988758, 151.055406",-33.988758,151.055406,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2013,Field,Snowball,,
52,Gittenberger et al. 2016,Gittenberger et al. 2016,2016,"Ostreid herpesvirus OsHV-1lVar in Pacific oystersCrassostrea gigas (Thunberg 1793) of the Wadden Sea, aUNESCO world heritage site",https://onlinelibrary.wiley.com/doi/epdf/10.1111/jfd.12332,Schiermonnikoog,Netherlands,NA,"53.488658, 6.286626","53.488658, 6.286626",53.488658,6.286626,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2012,Field,Snowball,,
52,Gittenberger et al. 2016,Gittenberger et al. 2016,2016,"Ostreid herpesvirus OsHV-1lVar in Pacific oystersCrassostrea gigas (Thunberg 1793) of the Wadden Sea, aUNESCO world heritage site",https://onlinelibrary.wiley.com/doi/epdf/10.1111/jfd.12332,Vierhuistergat,Netherlands,NA,"53.411719, 6.241308","53.411719, 6.241308",53.411719,6.241308,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2012,Field,Snowball,,
52,Gittenberger et al. 2016,Gittenberger et al. 2016,2016,"Ostreid herpesvirus OsHV-1lVar in Pacific oystersCrassostrea gigas (Thunberg 1793) of the Wadden Sea, aUNESCO world heritage site",https://onlinelibrary.wiley.com/doi/epdf/10.1111/jfd.12332,Eemshaven,Netherlands,NA,"53.446789, 6.834127","53.446789, 6.834127",53.446789,6.834127,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2012,Field,Snowball,,
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Woodstown,Ireland,NA,"52.251708, -7.195320","52.251708, -7.195320",52.251708,-7.19532,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,JQ963169
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Woodstown,Ireland,NA,"52.251708, -7.195321","52.251708, -7.195320",52.251708,-7.19532,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2009,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Woodstown,Ireland,NA,"52.251708, -7.195322","52.251708, -7.195320",52.251708,-7.19532,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2011,Field,Snowball,,
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Woodstown,Ireland,NA,"52.251708, -7.195323","52.251708, -7.195320",52.251708,-7.19532,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2012,Field,Snowball,,
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Castlemaine,Ireland,NA,"52.167350, -9.702213","52.167350, -9.702213",52.16735,-9.702213,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2008,Field,Snowball,,JQ963169
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Castlemaine,Ireland,NA,"52.167350, -9.702214","52.167350, -9.702213",52.16735,-9.702213,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2009,Field,Snowball,,JQ963169
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Castlemaine,Ireland,NA,"52.167350, -9.702215","52.167350, -9.702213",52.16735,-9.702213,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2009,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Castlemaine,Ireland,NA,"52.167350, -9.702216","52.167350, -9.702213",52.16735,-9.702213,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2010,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Castlemaine,Ireland,NA,"52.167350, -9.702217","52.167350, -9.702213",52.16735,-9.702213,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2011,Field,Snowball,,
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Dungarvan,Ireland,NA,"52.06904729263853, -7.573733962411507","52.06904729263853, -7.573733962411507",52.06904729,-7.573733962,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2009,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Dungarvan,Ireland,NA,"52.06904729263853, -7.573733962411507","52.06904729263853, -7.573733962411507",52.06904729,-7.573733962,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2010,Field,Snowball,,
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Carlingford,Ireland,NA,"54.042005, -6.183865","54.042005, -6.183865",54.042005,-6.183865,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2009,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Carlingford,Ireland,NA,"54.042005, -6.183865","54.042005, -6.183865",54.042005,-6.183865,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2011,Field,Snowball,,
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Trawbreaga,Ireland,NA,"55.286209, -7.293413","55.286209, -7.293413",55.286209,-7.293413,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2009,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Donegal Bay,Ireland,NA,"54.650475, -8.117177","54.650475, -8.117177",54.650475,-8.117177,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2009,Field,Snowball,,JQ963169
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Donegal Bay,Ireland,NA,"54.650475, -8.117177","54.650475, -8.117177",54.650475,-8.117177,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2009,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Donegal Bay,Ireland,NA,"54.650475, -8.117177","54.650475, -8.117177",54.650475,-8.117177,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2011,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Donegal Bay,Ireland,NA,"54.650475, -8.117177","54.650475, -8.117177",54.650475,-8.117177,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2012,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Trawenagh,Ireland,NA,"54.891657, -8.359944","54.891657, -8.359944",54.891657,-8.359944,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2009,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Loughras Beag,Ireland,NA,"54.789360, -8.549237","54.789360, -8.549237",54.78936,-8.549237,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2009,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Baltimore,Ireland,NA,"51.487829, -9.368446","51.487829, -9.368446",51.487829,-9.368446,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2009,Field,Snowball,,JQ963169
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Baltimore,Ireland,NA,"51.487829, -9.368446","51.487829, -9.368446",51.487829,-9.368446,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2012,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Ballymacoda,Ireland,NA,"51.899636, -7.922395","51.899636, -7.922395",51.899636,-7.922395,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2009,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Ballymacoda,Ireland,NA,"51.899636, -7.922395","51.899636, -7.922395",51.899636,-7.922395,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2011,Field,Snowball,,
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Dungloe,Ireland,NA,"54.949387, -8.364449","54.949387, -8.364449",54.949387,-8.364449,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2009,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Valentia River/Caherciveen,Ireland,NA,"51.949487, -10.225544

","51.949487, -10.225544

",51.949487,-10.225544,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2009,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Valentia River/Caherciveen,Ireland,NA,"51.949487, -10.225544

","51.949487, -10.225544

",51.949487,-10.225544,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2010,Field,Snowball,,
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Achill,Ireland,NA,"53.930654, -9.922565","53.930654, -9.922565",53.930654,-9.922565,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2009,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Achill,Ireland,NA,"53.930654, -9.922565","53.930654, -9.922565",53.930654,-9.922565,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2011,Field,Snowball,,
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Clew Bay,Ireland,NA,"53.832573, -9.780322","53.832573, -9.780322",53.832573,-9.780322,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2009,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Poulnarone Creek,Ireland,NA,"52.619069, -9.050952","52.619069, -9.050952",52.619069,-9.050952,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2009,Field,Snowball,,AY509253
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Lough Foyle,Ireland,NA,"55.113687, -7.117060","55.113687, -7.117060",55.113687,-7.11706,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2010,Field,Snowball,,JQ963169
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Mulroy,Ireland,NA,"55.137866, -7.687481","55.137866, -7.687481",55.137866,-7.687481,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2010,Field,Snowball,,JQ963169
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Wexford,Ireland,NA,"52.340121, -6.459543

","52.340121, -6.459543

",52.340121,-6.459543,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2010,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Cork Harbour,Ireland,NA,"51.857920, -8.264120","51.857920, -8.264120",51.85792,-8.26412,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2010,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Bannow Bay,Ireland,NA,"52.450000, -6.783333","52.450000, -6.783333",52.45,-6.783333,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2010,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Sherkin,Ireland,NA,"51.478292, -9.425799","51.478292, -9.425799",51.478292,-9.425799,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2010,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Sherkin,Ireland,NA,"51.478292, -9.425799","51.478292, -9.425799",51.478292,-9.425799,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2012,Field,Snowball,,
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Ballinakill,Ireland,NA,"53.562195, -9.998939","53.562195, -9.998939",53.562195,-9.998939,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2011,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Gweedore,Ireland,NA,"55.049771, -8.326477","55.049771, -8.326477",55.049771,-8.326477,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2011,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Gweedore,Ireland,NA,"55.049771, -8.326477","55.049771, -8.326477",55.049771,-8.326477,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2012,Field,Snowball,,
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Lough Swilly,Ireland,NA,"55.227967, -7.545227","55.227967, -7.545227",55.227967,-7.545227,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2009,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Shannon Estuary,Ireland,NA,"2.611278, -9.583906","2.611278, -9.583906",2.611278,-9.583906,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2010,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Oysterhaven,Ireland,NA,"51.705851, -8.460733

","51.705851, -8.460733

",51.705851,-8.460733,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2012,Field,Snowball,,HQ842610
53,Morrissey et al. 2016,Morrissey et al. 2016,2016,An investigation of ostreid herpes virus microvariants found in Crassostrea gigas oyster producing bays in Ireland,https://www.sciencedirect.com/science/article/abs/pii/S004484861500109X?via%3Dihub,Drumcliff,Ireland,NA,"54.328095, -8.508715","54.328095, -8.508715",54.328095,-8.508715,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2012,Field,Snowball,,HQ842610
54,Ren et al. 2013,Ren et al. 2013,2013,"Complete genome sequence of acute viral necrosis virus associated with massive mortality outbreaks in the Chinese scallop, Chlamys farreri",https://virologyj.biomedcentral.com/articles/10.1186/1743-422X-10-110,Qingdao,China,NA,"36.059298, 120.384721

","36.059298, 120.384721

",36.059298,120.384721,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2007,Field,Snowball,,GQ153938
55,Bookelaar et al. 2020,Bookelaar et al. 2020,2020,Host plasticity supports spread of an aquaculture introduced virus to an ecosystem engineer,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-020-04373-y,Dungarvan,Ireland,NA,"52.06904729263853, -7.573733962411507","52.06904729263853, -7.573733962411507",52.06904729,-7.573733962,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2015,Field,Web of Science,,KU861511.1
55,Bookelaar et al. 2020,Bookelaar et al. 2020,2020,Host plasticity supports spread of an aquaculture introduced virus to an ecosystem engineer,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-020-04373-y,Carlingford,Ireland,NA,"54.042005, -6.183865","54.042005, -6.183865",54.042005,-6.183865,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2015,Field,Web of Science,,KU861511.1
56,Malham et al. 2009,Malham et al. 2009,2009,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0044848608007485,Bannow Bay ,Ireland,"52°27′ N, 006°47′ W",NA,"52.450000, -6.783333",52.45,-6.783333,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2003,Field,Snowball,,
56,Malham et al. 2009,Malham et al. 2009,2009,"Detection and description of a particular Ostreid herpesvirus 1 genotype associated with massive mortality outbreaks of Pacific oysters, Crassostrea gigas, in France in 2008",https://www.sciencedirect.com/science/article/pii/S0044848608007485,Dungarvan Harbour,Ireland,"52°03′ N, 007°35′ W",NA,"52.050000, -7.583333",52.05,-7.583333,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2003,Field,Snowball,,
57,Burge et al. 2006,Burge et al. 2006,2006,"Mortality and herpesvirus infections of the Pacific oyster Crassostrea gigas in Tomales Bay, California, USA",https://www.int-res.com/abstracts/dao/v72/n1/p31-43/,"Tomales Bay, California",USA,NA,"38.210853, -122.932268","38.210853, -122.932268",38.210853,-122.932268,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2003,Field,Web of Science,,NA
58,Burge et al. 2011,Burge et al. 2011,2011,"Detection of the oyster herpesvirus in commercial bivalve in northern California, USA: conventional and quantitative PCR",https://www.int-res.com/abstracts/dao/v94/n2/p107-116/,"Tomales Bay, California",USA,NA,"38.210853, -122.932268","38.210853, -122.932268",38.210853,-122.932268,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2003,Field,Web of Science,,AY509253.1
58,Burge et al. 2011,Burge et al. 2011,2011,"Detection of the oyster herpesvirus in commercial bivalve in northern California, USA: conventional and quantitative PCR",https://www.int-res.com/abstracts/dao/v94/n2/p107-116/,"Drake's Estero, California",USA,NA,"38.088665, -122.930916","38.088665, -122.930916",38.088665,-122.930916,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2003,Field,Web of Science,,
59,Carrasco et al. 2017,Carrasco et al. 2017,2017,"A Production Calendar Based on Water Temperature, Spat Size, and Husbandry Practices Reduce OsHV-1 μVar Impact on Cultured Pacific Oyster Crassostrea gigas in the Ebro Delta (Catalonia), Mediterranean Coast of Spain",https://www.frontiersin.org/articles/10.3389/fphys.2017.00125/full,Alfacs,Spain,NA,"40.594750, 0.600054","40.594750, 0.600054",40.59475,0.600054,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2012,Field,Web of Science,,
59,Carrasco et al. 2017,Carrasco et al. 2017,2017,"A Production Calendar Based on Water Temperature, Spat Size, and Husbandry Practices Reduce OsHV-1 μVar Impact on Cultured Pacific Oyster Crassostrea gigas in the Ebro Delta (Catalonia), Mediterranean Coast of Spain",https://www.frontiersin.org/articles/10.3389/fphys.2017.00125/full,Fangar,Spain,NA,"40.769765, 0.764042","40.769765, 0.764042",40.769765,0.764042,Magallana gigas,,Pacific Oyster,OsHV-1 μVar,2012,Field,Web of Science,,
